full_text,ner
مرحبا الطريق زعترة والافضل نمرق حوارة او ايتسهار نابلس ؟ حوارة سالك تمام,O Barr B-LOC O O B-LOC O B-LOC O O B-LOC STAT O
خط قلقيلية نابلس ؟ ازمة سالك سالكه,O O O O STAT STAT STAT
 الكونتينر,B-LOC
 مسكر,STAT
 شرطة عكدوميم,B-ORG B-LOC
شافي شمرون سالك,B-LOC I-LOC STAT
 تفتيش الكونتينر الشباب بدوروا مطلوب انتبهوا,STAT B-LOC O O O O
نابلس رام الله كيف؟ سالكه الطريق,O O O O STAT Barr
 الكونتينر ازمه باتجاه العيزريه,B-LOC STAT O B-LOC
الكونتينر ازمه للطالع بيت لحم وسببها السائقين صحيح,B-LOC STAT O B-LOC O O O O
تفتيش الكونتينر الشباب بدوروا مطلوب انتبهوا مش صحيح فش حاجز الازمة الشوفرية,STAT B-LOC O O O O O O O Barr STAT O
 حوارة سالكه,B-LOC STAT
 سالكة طلعت حوارة للعيزرية سالكة,STAT O B-LOC B-LOC STAT
طلوع زعترة شحن بطيء هاض انت ماشي وراي معناتو,O B-LOC O O O O STAT O O
يسعد صباحكم شباب وضع طريق جنين الي طالع حوارة هلحين مركت سالك كلو تمام,O O O O Barr O O O B-LOC O O STAT O O
 زعتره سالك,B-LOC STAT
 سالك تمام,STAT O
 رام الله نابلس نضيف,O O O O
 جيب الشرطة دوار يتسهار بتجاه حوارة البلد,O B-ORG Barr B-LOC O B-LOC O
مش صحيح فش حاجز الازمة الشوفرية فتشونا واخذوا هواياتنا,O O O Barr STAT O O O O
 الطريق لنابلس واريحا,Barr O O
 ازمه خفيفه ترمس عيا,STAT O O O
طريق زعتره وحواره لنابلس طريق نابلس رام الله ميسره وسالكه,Barr B-LOC O O Barr O O O O STAT
 وزعترة وحواره سالكه لنابلس,B-LOC O STAT O
 طريق قلقيليه نابلس سالكة سيارة شرطه دوار كدوميم,Barr O O STAT O B-ORG Barr B-LOC
 جيت وصرة سالكات,B-LOC B-LOC STAT
 سالكه مافي شي,STAT O O
 سيارت شرطه متفرقه,O B-ORG O
 سالك,STAT
 سالكه,STAT
 ازمه الي فايت نابلس,STAT O O O
 الكونتينر,B-LOC
 حاجز صره,Barr B-LOC
 حاجز حوارة سالك ونظيف دوار سلمان الفارسي سالك الاتجاهات كامل خط يتسهار سالك ونظيف بوابة جسر مادما مغلقة حاجز صرة سالك ونظيف كامل مفرق جت طولكرم سالك الاتجاهات,Barr B-LOC STAT STAT Barr B-LOC I-LOC STAT O O O B-LOC STAT STAT O O B-LOC STAT Barr B-LOC STAT STAT O O B-LOC O STAT O
 سالك,STAT
يااخوان سالك ونظيف,O STAT STAT
 شباب شرطه عمفرق الغاز؟,O B-ORG O O
 المسج فوقيك مباشرة,O I-LOC O
 زعترة فاضي,B-LOC STAT
يتسهار سالك,B-LOC STAT
 تمام سالكه,O STAT
 طريق الفندق صرة سالك,Barr B-LOC B-LOC STAT
صره؟ سالك مرقت,B-LOC STAT O
 حاجز حوارة سالك ونظيف,Barr B-LOC STAT STAT
 حاجز الكونتينر ازمة,Barr B-LOC STAT
طريق حواره رام الله سالكة,Barr B-LOC O O STAT
 سينيا سالك,O STAT
 شرطه مفرق سنجل باتجاه رام الله,B-ORG O O O O O
 الطرق سالكة بشكل عام انتبهوا الشرطة,O STAT O O O B-ORG
 مدخل واد قانا سيارة شرطة بتخالف,O B-LOC I-LOC O B-ORG O
 سيارة شرطة بواد قانا تويوتا بيضا مش مطبعة انتبهو تتجاوزوش,O B-ORG B-LOC I-LOC O O O O O O
 وشرطة دوار كدوميم كمان,B-ORG Barr B-LOC O
ليش حوارة ازمة ؟ اشي مدخل نابلس ؟ ازمات معتادة,O B-LOC STAT O STAT O O O O O
 خط تل المربعة سالك ونظيف,O B-LOC B-LOC STAT STAT
 سيارتين شرطة دوار قدوميم المسلكين بخالفو,O B-ORG Barr B-LOC O O
 حاجز عناب سالك تمام بالاتجاهين,Barr B-LOC STAT O O
الطريق نابلس لرام الله؟ سالكة حركة سير طبيعيةمع تواجد للشرطة,Barr O B-LOC O STAT O O O O B-ORG
الطريق نابلس لرام الله؟ سالك وجود شرطة,Barr O B-LOC O STAT O B-ORG
يعطيكم العافيه شو وضع بوابه تل مغلقة,O O O O O B-LOC STAT
يعطيكم العافيه شو وضع بوابه تل السنة الماضية مغلقة,O O O O O B-LOC O O STAT
 دوار عينابوس سالك حركة سير قوية الاتجاهات,Barr O STAT O O O O
 النازل باتجاه دوار عينابوس ازمة,O O Barr O STAT
 الطريق طولكرم الى نابلس عناب والطنيب ودوار دير شرف سالك تماماً,Barr O O O B-LOC O Barr B-LOC I-LOC STAT O
 حوارة حركة سير قوية بالاتجاهين,B-LOC O O O O
 ازمة ماشية باتجاه دوار يتسهار,STAT STAT O Barr B-LOC
 ازمة دوار يتسهار بتزيد ماشية نوعا,STAT Barr B-LOC O STAT O
 زعترة سالك,B-LOC STAT
بوابة مآدما شو وضعها يا شباب مغلقة,O B-LOC O O O O STAT
 دوار يتسهار سالك تماماخط يتسهار سالكحركة سير قوية للداخل والطالع نابلس,Barr B-LOC STAT O B-LOC O O O O O O
 حاجز حوارة سالك تماما,Barr B-LOC STAT B-LOC
 اسعد الله اوقاتكم زعترة سالك حوارة سالك بالسلامة للجميع,O O O B-LOC STAT B-LOC STAT O O
شباب شو الوضع طولكرم لنابلس سالكة,O O O O O STAT
السلام شو وضع الطريق حواره لقلقيله حركه سير ماشيه مافيها اشي,O O O Barr B-LOC O O O STAT O STAT
 عالحمرة سيارة بوليس ديرو بالكم,B-LOC O O B-LOC O
 ازمة للداخل العيزرية دوار معالي ادوميم,STAT O B-LOC Barr O B-LOC
مخصوم صره سالك لهاي اللحظة,Barr B-LOC STAT O O
 خط تل المربعة سالك ونظيف,O B-LOC B-LOC STAT STAT
الطريق جنين لرام الله توكل عالله حركه سير طبيعيه,Barr O B-LOC O O O O O O
 نصب حاجز تفتيش حوارة الان,O Barr STAT B-LOC O
نصب حاجز تفتيش حوارة الان داخل خارج,O Barr STAT B-LOC O O O
يعطيكم العافية شباب بوابة يبورد فاتحه مسكرة؟ السبت بالعادة بتكون مغلقةولاخر تحديث لسة مسكرة,O O O O O STAT STAT O O O O O O STAT
 الحاجز عالي طالع نابلس,Barr O O O
 شباب طريق طولكرم اريحا سالكه,O Barr O O STAT
 حاجز وتفتيش حاجز حوارة للخارجين الان,Barr STAT Barr B-LOC O O
 الشب اللي كتب دقايق صره فاتحه الله يسامحك,O O O O B-LOC STAT O O
 شباب طريق صره حاجز ومآزم كتير,O Barr B-LOC Barr O O
 حاجزحوارة أزمة خانقة للي طالع,O STAT O O O
الشب اللي كتب دقايق صره فاتحه الله يسامحك فهمني ليش حبيبي,O O O O B-LOC STAT O O O O O
 قدوميم سيارتين شرطة بوقفو السيارات وتفتيش,B-LOC O B-ORG O O STAT
 ازمه حاجز صره للخاىج نابلس,STAT Barr B-LOC O O
 شباب ديرو بالكم دوار كدوميم شرطه عالجهتين ومخالفات بالجمله,O B-LOC O Barr B-LOC B-ORG O O O
شو وضع يتسهار بتجاه حواره سالك,O O B-LOC O B-LOC STAT
حوارة هسا للخارج نابلس؟ سالك ازمة سير,B-LOC O O O STAT STAT O
حصل خير اصدقائي صديقي انا نزلت فيديو يعني ماحكيت راسي والطريق بتتغير دقيقهيعني ماكنت قاعد بالدار وتهيألي انو سالك نزلت انو سالك وهيك انتا اجيت نزلت انو مسكر وتفتيش طريق السلامه,O O O O I-LOC O O O O O O O O O O O O O STAT O O STAT O O B-LOC O O STAT STAT Barr O
زعتره باتجاه رام الله ؟ سالكة,B-LOC O O O O STAT
حصل خير القهر كتبتها لاني كنت بمنطقه دير شرفولفيت صره حياك الله تنقهر عبالك كلو لخير,O O O O O O O B-LOC O B-LOC O O O O O O
 أزمة حاجز حوارة,STAT Barr B-LOC
 خط نابلس قلقيليه سالك وفاضي,O O O STAT STAT
صرة تفتيش,B-LOC STAT
طريق رامالله جنين حركه سير ماشيه مافي حواجز بطريقك توكل عالله,Barr O O O O STAT O Barr Barr O O
 صرة حاجز,B-LOC Barr
 حواجز الداخل والخارج مدينة نابلس,Barr O O O O
اخبار حاجز صره يا شباب شو وضعه للي طالع أزمة كبيرة,O Barr B-LOC O O O O O O STAT O
دير شرف للي طالع ميف؟ دير شرف حاليا حالك,B-LOC I-LOC O O O B-LOC I-LOC O O
حواجز الداخل والخارج مدينة نابلس صره حاليا تفتيش,Barr O O O O B-LOC O STAT
 يا شباب ديرو بالكم الشرطه دوار قدوميم سيارتين,O O B-LOC O B-ORG Barr B-LOC O
 الاتجاهين واقفات,O STAT
 يتسهار سالكة أزمة للي خارج نابلس,B-LOC STAT STAT O O O
 للي داخل عنابلس سالكه,O O B-LOC STAT
 طريق المربعة فاتحه,Barr B-LOC STAT
بوابة مادما فاتحة ؟ مسكره,O B-LOC STAT O STAT
 صره ازمه تواجد قوات الاحتلال وتفتيش,B-LOC STAT O O O STAT
 تفيش للي جاي جه سيله الظهر,STAT O O O O O
 حاجز زعترة شباب,Barr B-LOC O
 مفرق بيتا سالك,O B-LOC STAT
 حوارة البلد ازمة,B-LOC O STAT
 طلوع زعترة سالك,O B-LOC STAT
 عتسوين ازمة خانقة,O STAT O
 زعترة سالكة وفاضية الجهات,B-LOC STAT STAT O
 شرطة مفرق ارجيلة زعترة,B-ORG O O B-LOC
 طالع نابلس باتجاه حوارة ازمة خانقة,O O O B-LOC STAT O
 الساوية اللبن سالكة,O I-LOC STAT
 مسكره صره,STAT B-LOC
 دوار قدوميم شرطه الاتجاهين واقفات,Barr B-LOC B-ORG O STAT
 دير شرف سالك أزمة خفيفة بسبب محلات المشاوي,B-LOC I-LOC STAT STAT O O O O
صره شو الوضع شباب تفتيش عالخارج,B-LOC O O O STAT O
 حاجز صرة فتح هسا,Barr B-LOC STAT O
 ازمة خفيفة مشت,STAT O O
 عيلي شيلو سالكة,O O STAT
 ترمسعيا سالكة,B-LOC STAT
حاجز صرة ؟؟ سالك,Barr B-LOC O STAT
 سيارة شرطه باتجاه زعترة,O B-ORG O B-LOC
 عيون الحرامية سالكة,O O STAT
حاجز صرة ؟؟ سالك,Barr B-LOC O STAT
 العيزريه ازمه,B-LOC STAT
مرحبا يا جماعة شو وضع صرة للداخل نابلس سالك الداخل,O O O O O B-LOC O O STAT O
 يسعد مساكم,O O
شباب المربعة شو وضعها؟؟؟ المربعه سالكه وازا الجيش واقف اطلع عالشمال وكمل,O B-LOC O O B-LOC STAT O B-ORG STAT O O O
مرحبا شباب الطريق قلقيلية لدير شرف جنين منيحه اغلب الطريق شرطه,O O Barr O B-LOC I-LOC O O O Barr B-ORG
انا طالع كن نابلس؟؟؟ طيب يارجل توصل الحاجز الي بكون دايما ازا اجا الحيش اطلع عالشمال وكمل,I-LOC O O O O O O Barr O O O O O B-ORG O O O
حواره وحاجز حواره ازمه ؟ حاليا مافي حاجز والطريق حركه سير ماشيه,B-LOC Barr B-LOC STAT O O O Barr O O O STAT
ايش وضع بيت ايل حركه سير قويه ماشيه,O O B-LOC I-LOC O O O STAT
صره فاتح ؟ فاتح صحيح,B-LOC STAT O STAT O
بيت ايل طيب ادخل رام الله دوار الهدى وعالشمال,B-LOC I-LOC O O O O Barr O O
 حاجز صره سالك حركه سير ماشيه للجهتين,Barr B-LOC STAT O O STAT O
بيت ايل تدخل حاجز بيت ايل مباشره قدامك دوار ومحطة بنزين الهدى,B-LOC I-LOC O Barr B-LOC I-LOC O O Barr O O O
 شرطة عزعترة؟,B-ORG B-LOC
حزما حركه سير قويه ماشيه للجنوب,B-LOC O O O STAT O
 بيت ايل شرطه ديرو بالكم,B-LOC I-LOC B-ORG B-LOC O
 حاجز صره فاتح,Barr B-LOC STAT
 حاجز صرة,Barr B-LOC
 صرة سالك بالاتجاهين,B-LOC STAT O
 ياريت الي بسال يحط هاي الاشاره ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟,O O O O O O O
 صرة سالك بالاتجاهين,B-LOC STAT O
حاجز صرة سالك,Barr B-LOC STAT
حركه السير المعتاده سالكه,O O O STAT
 زعترة سالك,B-LOC STAT
 المربعه تفتيش للخارج نابلس,B-LOC STAT O O
المربعه تفتيش للخارج نابلس السير ماشي مافي ازمه طريق السلامه,B-LOC STAT O O O STAT O STAT Barr O
 ازمه,STAT
 دخلة يتما حاجز جيش,O B-LOC Barr B-ORG
 سيارة كيا مورننج طريق معالي ادوميم اتجاه الجنوب مقطوعة بنشر سبير,O O O Barr O B-LOC O O O O O
 حاجز الحمرة تفتيش ازمة خانقة للي نازل عأريحا,Barr B-LOC STAT STAT O O O O
يعطيكم العافيه شو وضع صره حاليا سالك,O O O O B-LOC O STAT
 ازمة كبيرة حاجز حوارة لحد دوار يتسهار,STAT O Barr B-LOC O Barr B-LOC
 للخارجين نابلس,O O
 الازمة واصلة شارع القدس,STAT O O O
صرة فاتح ؟ فاتح,B-LOC STAT O STAT
 سالك الجهتين,STAT O
 الي طالع قلقيليه ازمه شارع نابلس,O O O STAT O O
 صرة سألك تماما الجهتين,B-LOC O B-LOC O
 توكل عالله حركه سير ماشيه شرطه,O O O O STAT B-ORG
الطريق رام الله لجنين حركه سير طبيعيه مافي حواجز توكل الله,Barr O O O O O O O Barr O O
 ازمه للي طالع قلقيليه,STAT O O O
 سيارات شرطة الي رايح نابلس، عوفرا زعترة,O B-ORG O O O B-LOC B-LOC
مسا الخيرالمربعة سالكة؟ صحيح مرفت,O O STAT O O
